cascade_000101F_kmer_pairs.tsv,7
cascade_000106F_kmer_pairs.tsv,0
cascade_000108F_kmer_pairs.tsv,6
cascade_000114F_kmer_pairs.tsv,7
cascade_000113F_kmer_pairs.tsv,9
cascade_000117F_kmer_pairs.tsv,3
cascade_000118F_kmer_pairs.tsv,4
cascade_000119F_kmer_pairs.tsv,16
cascade_000122F_kmer_pairs.tsv,4
cascade_000121F_kmer_pairs.tsv,7
cascade_000120F_kmer_pairs.tsv,2
cascade_000123F_kmer_pairs.tsv,8
cascade_000124F_kmer_pairs.tsv,3
cascade_000126F_kmer_pairs.tsv,3
cascade_000125F_kmer_pairs.tsv,6
cascade_000128F_kmer_pairs.tsv,1
cascade_000111F_kmer_pairs.tsv,4
cascade_000127F_kmer_pairs.tsv,2
cascade_000129F_kmer_pairs.tsv,11
cascade_000130F_kmer_pairs.tsv,5
cascade_000131F_kmer_pairs.tsv,16
cascade_000132F_kmer_pairs.tsv,9
cascade_000136F_kmer_pairs.tsv,0
cascade_000134F_kmer_pairs.tsv,2
cascade_000137F_kmer_pairs.tsv,5
cascade_000133F_kmer_pairs.tsv,3
cascade_000115F_kmer_pairs.tsv,7
cascade_000112F_kmer_pairs.tsv,9
cascade_000139F_kmer_pairs.tsv,6
cascade_000116F_kmer_pairs.tsv,3
cascade_000140F_kmer_pairs.tsv,3
cascade_000141F_kmer_pairs.tsv,2
cascade_000142F_kmer_pairs.tsv,2
cascade_000144F_kmer_pairs.tsv,8
cascade_000143F_kmer_pairs.tsv,2
cascade_000146F_kmer_pairs.tsv,1
cascade_000145F_kmer_pairs.tsv,5
cascade_000147F_kmer_pairs.tsv,5
cascade_000148F_kmer_pairs.tsv,2
cascade_000149F_kmer_pairs.tsv,5
cascade_000151F_kmer_pairs.tsv,2
cascade_000152F_kmer_pairs.tsv,2
cascade_000150F_kmer_pairs.tsv,6
cascade_000167F_kmer_pairs.tsv,5
cascade_000168F_kmer_pairs.tsv,6
cascade_000165F_kmer_pairs.tsv,2
cascade_000153F_kmer_pairs.tsv,2
cascade_000169F_kmer_pairs.tsv,7
cascade_000156F_kmer_pairs.tsv,3
cascade_000159F_kmer_pairs.tsv,6
cascade_000154F_kmer_pairs.tsv,4
cascade_000155F_kmer_pairs.tsv,4
cascade_000158F_kmer_pairs.tsv,1
cascade_000180F_kmer_pairs.tsv,2
cascade_000170F_kmer_pairs.tsv,4
cascade_000160F_kmer_pairs.tsv,8
cascade_000157F_kmer_pairs.tsv,1
cascade_000173F_kmer_pairs.tsv,3
cascade_000171F_kmer_pairs.tsv,2
cascade_000163F_kmer_pairs.tsv,1
cascade_000161F_kmer_pairs.tsv,9
cascade_000162F_kmer_pairs.tsv,9
cascade_000174F_kmer_pairs.tsv,7
cascade_000172F_kmer_pairs.tsv,2
cascade_000164F_kmer_pairs.tsv,2
cascade_000176F_kmer_pairs.tsv,2
cascade_000175F_kmer_pairs.tsv,5
cascade_000182F_kmer_pairs.tsv,5
cascade_000178F_kmer_pairs.tsv,1
cascade_000177F_kmer_pairs.tsv,6
cascade_000166F_kmer_pairs.tsv,2
cascade_000179F_kmer_pairs.tsv,5
cascade_000183F_kmer_pairs.tsv,2
cascade_000184F_kmer_pairs.tsv,4
cascade_000185F_kmer_pairs.tsv,4
cascade_000196F_kmer_pairs.tsv,3
cascade_000186F_kmer_pairs.tsv,1
cascade_000190F_kmer_pairs.tsv,8
cascade_000188F_kmer_pairs.tsv,0
cascade_000187F_kmer_pairs.tsv,4
cascade_000194F_kmer_pairs.tsv,7
cascade_000193F_kmer_pairs.tsv,5
cascade_000198F_kmer_pairs.tsv,2
cascade_000195F_kmer_pairs.tsv,9
cascade_000203F_kmer_pairs.tsv,2
cascade_000197F_kmer_pairs.tsv,3
cascade_000199F_kmer_pairs.tsv,2
cascade_000200F_kmer_pairs.tsv,6
cascade_000202F_kmer_pairs.tsv,21
cascade_000204F_kmer_pairs.tsv,1
cascade_000205F_kmer_pairs.tsv,5
cascade_000206F_kmer_pairs.tsv,4
cascade_000181F_kmer_pairs.tsv,3
cascade_000189F_kmer_pairs.tsv,4
cascade_000192F_kmer_pairs.tsv,2
cascade_000191F_kmer_pairs.tsv,4
cascade_000258F_kmer_pairs.tsv,0
cascade_000208F_kmer_pairs.tsv,1
cascade_000209F_kmer_pairs.tsv,0
cascade_000212F_kmer_pairs.tsv,5
cascade_000216F_kmer_pairs.tsv,4
cascade_000219F_kmer_pairs.tsv,3
cascade_000222F_kmer_pairs.tsv,8
cascade_000223F_kmer_pairs.tsv,10
cascade_000225F_kmer_pairs.tsv,1
cascade_000224F_kmer_pairs.tsv,1
cascade_000207F_kmer_pairs.tsv,2
cascade_000229F_kmer_pairs.tsv,2
cascade_000228F_kmer_pairs.tsv,2
cascade_000230F_kmer_pairs.tsv,3
cascade_000211F_kmer_pairs.tsv,3
cascade_000233F_kmer_pairs.tsv,7
cascade_000235F_kmer_pairs.tsv,0
cascade_000210F_kmer_pairs.tsv,2
cascade_000237F_kmer_pairs.tsv,2
cascade_000236F_kmer_pairs.tsv,4
cascade_000239F_kmer_pairs.tsv,13
cascade_000238F_kmer_pairs.tsv,11
cascade_000213F_kmer_pairs.tsv,2
cascade_000240F_kmer_pairs.tsv,4
cascade_000241F_kmer_pairs.tsv,17
cascade_000242F_kmer_pairs.tsv,4
cascade_000243F_kmer_pairs.tsv,0
cascade_000215F_kmer_pairs.tsv,1
cascade_000244F_kmer_pairs.tsv,4
cascade_000218F_kmer_pairs.tsv,11
cascade_000245F_kmer_pairs.tsv,1
cascade_000249F_kmer_pairs.tsv,1
cascade_000246F_kmer_pairs.tsv,3
cascade_000214F_kmer_pairs.tsv,1
cascade_000247F_kmer_pairs.tsv,4
cascade_000221F_kmer_pairs.tsv,5
cascade_000248F_kmer_pairs.tsv,0
cascade_000251F_kmer_pairs.tsv,0
cascade_000220F_kmer_pairs.tsv,4
cascade_000250F_kmer_pairs.tsv,4
cascade_000252F_kmer_pairs.tsv,1
cascade_000253F_kmer_pairs.tsv,3
cascade_000217F_kmer_pairs.tsv,2
cascade_000255F_kmer_pairs.tsv,4
cascade_000254F_kmer_pairs.tsv,4
cascade_000268F_kmer_pairs.tsv,0
cascade_000227F_kmer_pairs.tsv,5
cascade_000226F_kmer_pairs.tsv,4
cascade_000256F_kmer_pairs.tsv,2
cascade_000232F_kmer_pairs.tsv,4
cascade_000231F_kmer_pairs.tsv,6
cascade_000234F_kmer_pairs.tsv,4
cascade_000257F_kmer_pairs.tsv,1
cascade_000263F_kmer_pairs.tsv,4
cascade_000262F_kmer_pairs.tsv,17
cascade_000264F_kmer_pairs.tsv,5
cascade_000259F_kmer_pairs.tsv,14
cascade_000260F_kmer_pairs.tsv,0
cascade_000265F_kmer_pairs.tsv,7
cascade_000266F_kmer_pairs.tsv,0
cascade_000261F_kmer_pairs.tsv,7
cascade_000267F_kmer_pairs.tsv,2
cascade_000269F_kmer_pairs.tsv,5
cascade_000270F_kmer_pairs.tsv,1
cascade_000272F_kmer_pairs.tsv,1
cascade_000274F_kmer_pairs.tsv,0
cascade_000273F_kmer_pairs.tsv,7
cascade_000275F_kmer_pairs.tsv,4
cascade_000277F_kmer_pairs.tsv,3
cascade_000280F_kmer_pairs.tsv,1
cascade_000279F_kmer_pairs.tsv,6
cascade_000282F_kmer_pairs.tsv,4
cascade_000281F_kmer_pairs.tsv,0
cascade_000285F_kmer_pairs.tsv,0
cascade_000286F_kmer_pairs.tsv,1
cascade_000287F_kmer_pairs.tsv,7
cascade_000291F_kmer_pairs.tsv,4
cascade_000290F_kmer_pairs.tsv,5
cascade_000293F_kmer_pairs.tsv,0
cascade_000271F_kmer_pairs.tsv,0
cascade_000294F_kmer_pairs.tsv,5
cascade_000295F_kmer_pairs.tsv,6
cascade_000299F_kmer_pairs.tsv,1
cascade_000298F_kmer_pairs.tsv,2
cascade_000276F_kmer_pairs.tsv,3
cascade_000302F_kmer_pairs.tsv,2
cascade_000303F_kmer_pairs.tsv,5
cascade_000304F_kmer_pairs.tsv,2
cascade_000278F_kmer_pairs.tsv,3
cascade_000309F_kmer_pairs.tsv,7
cascade_000284F_kmer_pairs.tsv,1
cascade_000308F_kmer_pairs.tsv,1
cascade_000311F_kmer_pairs.tsv,6
cascade_000312F_kmer_pairs.tsv,3
cascade_000313F_kmer_pairs.tsv,1
cascade_000288F_kmer_pairs.tsv,2
cascade_000289F_kmer_pairs.tsv,3
cascade_000292F_kmer_pairs.tsv,2
cascade_000297F_kmer_pairs.tsv,4
cascade_000296F_kmer_pairs.tsv,0
cascade_000315F_kmer_pairs.tsv,0
cascade_000316F_kmer_pairs.tsv,3
cascade_000301F_kmer_pairs.tsv,0
cascade_000300F_kmer_pairs.tsv,2
cascade_000317F_kmer_pairs.tsv,1
cascade_000305F_kmer_pairs.tsv,2
cascade_000306F_kmer_pairs.tsv,1
cascade_000307F_kmer_pairs.tsv,4
cascade_000310F_kmer_pairs.tsv,1
cascade_000320F_kmer_pairs.tsv,6
cascade_000321F_kmer_pairs.tsv,1
cascade_000323F_kmer_pairs.tsv,4
cascade_000324F_kmer_pairs.tsv,2
cascade_000325F_kmer_pairs.tsv,0
cascade_000314F_kmer_pairs.tsv,3
cascade_000326F_kmer_pairs.tsv,8
cascade_000327F_kmer_pairs.tsv,6
cascade_000328F_kmer_pairs.tsv,5
cascade_000329F_kmer_pairs.tsv,1
cascade_000330F_kmer_pairs.tsv,0
cascade_000331F_kmer_pairs.tsv,5
cascade_000332F_kmer_pairs.tsv,1
cascade_000333F_kmer_pairs.tsv,8
cascade_000334F_kmer_pairs.tsv,2
cascade_000335F_kmer_pairs.tsv,4
cascade_000336F_kmer_pairs.tsv,6
cascade_000337F_kmer_pairs.tsv,0
cascade_000318F_kmer_pairs.tsv,4
cascade_000319F_kmer_pairs.tsv,7
cascade_000322F_kmer_pairs.tsv,5
cascade_000338F_kmer_pairs.tsv,1
cascade_000339F_kmer_pairs.tsv,2
cascade_000340F_kmer_pairs.tsv,5
cascade_000342F_kmer_pairs.tsv,3
cascade_000344F_kmer_pairs.tsv,1
cascade_000343F_kmer_pairs.tsv,1
cascade_000345F_kmer_pairs.tsv,5
cascade_000348F_kmer_pairs.tsv,0
cascade_000347F_kmer_pairs.tsv,7
cascade_000349F_kmer_pairs.tsv,4
cascade_000351F_kmer_pairs.tsv,2
cascade_000355F_kmer_pairs.tsv,3
cascade_000356F_kmer_pairs.tsv,0
cascade_000353F_kmer_pairs.tsv,23
cascade_000358F_kmer_pairs.tsv,3
cascade_000341F_kmer_pairs.tsv,3
cascade_000364F_kmer_pairs.tsv,3
cascade_000365F_kmer_pairs.tsv,2
cascade_000346F_kmer_pairs.tsv,5
cascade_000393F_kmer_pairs.tsv,0
cascade_000368F_kmer_pairs.tsv,1
cascade_000350F_kmer_pairs.tsv,1
cascade_000352F_kmer_pairs.tsv,7
cascade_000373F_kmer_pairs.tsv,4
cascade_000359F_kmer_pairs.tsv,0
cascade_000374F_kmer_pairs.tsv,1
cascade_000360F_kmer_pairs.tsv,4
cascade_000375F_kmer_pairs.tsv,1
cascade_000376F_kmer_pairs.tsv,4
cascade_000381F_kmer_pairs.tsv,0
cascade_000377F_kmer_pairs.tsv,4
cascade_000361F_kmer_pairs.tsv,1
cascade_000366F_kmer_pairs.tsv,3
cascade_000362F_kmer_pairs.tsv,0
cascade_000379F_kmer_pairs.tsv,8
cascade_000380F_kmer_pairs.tsv,3
cascade_000363F_kmer_pairs.tsv,5
cascade_000382F_kmer_pairs.tsv,2
cascade_000383F_kmer_pairs.tsv,4
cascade_000384F_kmer_pairs.tsv,1
cascade_000367F_kmer_pairs.tsv,0
cascade_000369F_kmer_pairs.tsv,1
cascade_000385F_kmer_pairs.tsv,5
cascade_000387F_kmer_pairs.tsv,3
cascade_000386F_kmer_pairs.tsv,7
cascade_000389F_kmer_pairs.tsv,1
cascade_000388F_kmer_pairs.tsv,4
cascade_000370F_kmer_pairs.tsv,4
cascade_000372F_kmer_pairs.tsv,4
cascade_000371F_kmer_pairs.tsv,0
cascade_000390F_kmer_pairs.tsv,3
cascade_000395F_kmer_pairs.tsv,1
cascade_000396F_kmer_pairs.tsv,5
cascade_000397F_kmer_pairs.tsv,4
cascade_000398F_kmer_pairs.tsv,0
cascade_000378F_kmer_pairs.tsv,4
cascade_000431F_kmer_pairs.tsv,1
cascade_000399F_kmer_pairs.tsv,1
cascade_000400F_kmer_pairs.tsv,0
cascade_000403F_kmer_pairs.tsv,1
cascade_000401F_kmer_pairs.tsv,3
cascade_000402F_kmer_pairs.tsv,3
cascade_000404F_kmer_pairs.tsv,5
cascade_000405F_kmer_pairs.tsv,2
cascade_000407F_kmer_pairs.tsv,2
cascade_000392F_kmer_pairs.tsv,4
cascade_000406F_kmer_pairs.tsv,1
cascade_000394F_kmer_pairs.tsv,4
cascade_000408F_kmer_pairs.tsv,3
cascade_000409F_kmer_pairs.tsv,2
cascade_000411F_kmer_pairs.tsv,2
cascade_000412F_kmer_pairs.tsv,6
cascade_000415F_kmer_pairs.tsv,4
cascade_000418F_kmer_pairs.tsv,5
cascade_000425F_kmer_pairs.tsv,3
cascade_000433F_kmer_pairs.tsv,1
cascade_000419F_kmer_pairs.tsv,1
cascade_000422F_kmer_pairs.tsv,2
cascade_000410F_kmer_pairs.tsv,4
cascade_000423F_kmer_pairs.tsv,0
cascade_000424F_kmer_pairs.tsv,3
cascade_000413F_kmer_pairs.tsv,0
cascade_000432F_kmer_pairs.tsv,1
cascade_000428F_kmer_pairs.tsv,2
cascade_000414F_kmer_pairs.tsv,4
cascade_000435F_kmer_pairs.tsv,2
cascade_000436F_kmer_pairs.tsv,3
cascade_000416F_kmer_pairs.tsv,2
cascade_000417F_kmer_pairs.tsv,1
cascade_000437F_kmer_pairs.tsv,10
cascade_000420F_kmer_pairs.tsv,3
cascade_000442F_kmer_pairs.tsv,2
cascade_000441F_kmer_pairs.tsv,2
cascade_000421F_kmer_pairs.tsv,2
cascade_000443F_kmer_pairs.tsv,2
cascade_000444F_kmer_pairs.tsv,3
cascade_000451F_kmer_pairs.tsv,13
cascade_000445F_kmer_pairs.tsv,10
cascade_000447F_kmer_pairs.tsv,3
cascade_000426F_kmer_pairs.tsv,2
cascade_000448F_kmer_pairs.tsv,4
cascade_000449F_kmer_pairs.tsv,9
cascade_000429F_kmer_pairs.tsv,1
cascade_000450F_kmer_pairs.tsv,2
cascade_000427F_kmer_pairs.tsv,4
cascade_000430F_kmer_pairs.tsv,3
cascade_000452F_kmer_pairs.tsv,2
cascade_000454F_kmer_pairs.tsv,5
cascade_000453F_kmer_pairs.tsv,3
cascade_000456F_kmer_pairs.tsv,0
cascade_000455F_kmer_pairs.tsv,0
cascade_000438F_kmer_pairs.tsv,7
cascade_000457F_kmer_pairs.tsv,4
cascade_000434F_kmer_pairs.tsv,0
cascade_000461F_kmer_pairs.tsv,3
cascade_000440F_kmer_pairs.tsv,6
cascade_000459F_kmer_pairs.tsv,5
cascade_000439F_kmer_pairs.tsv,7
cascade_000463F_kmer_pairs.tsv,1
cascade_000464F_kmer_pairs.tsv,11
cascade_000465F_kmer_pairs.tsv,2
cascade_000446F_kmer_pairs.tsv,0
cascade_000466F_kmer_pairs.tsv,3
cascade_000467F_kmer_pairs.tsv,2
cascade_000468F_kmer_pairs.tsv,1
cascade_000469F_kmer_pairs.tsv,3
cascade_000458F_kmer_pairs.tsv,2
cascade_000462F_kmer_pairs.tsv,1
cascade_000472F_kmer_pairs.tsv,1
cascade_000471F_kmer_pairs.tsv,0
cascade_000473F_kmer_pairs.tsv,1
cascade_000475F_kmer_pairs.tsv,1
cascade_000476F_kmer_pairs.tsv,1
cascade_000478F_kmer_pairs.tsv,4
cascade_000479F_kmer_pairs.tsv,2
cascade_000482F_kmer_pairs.tsv,0
cascade_000481F_kmer_pairs.tsv,3
cascade_000470F_kmer_pairs.tsv,0
cascade_000487F_kmer_pairs.tsv,5
cascade_000488F_kmer_pairs.tsv,2
cascade_000485F_kmer_pairs.tsv,0
cascade_000474F_kmer_pairs.tsv,0
cascade_000490F_kmer_pairs.tsv,6
cascade_000491F_kmer_pairs.tsv,0
cascade_000492F_kmer_pairs.tsv,1
cascade_000493F_kmer_pairs.tsv,4
cascade_000477F_kmer_pairs.tsv,0
cascade_000497F_kmer_pairs.tsv,1
cascade_000496F_kmer_pairs.tsv,1
cascade_000498F_kmer_pairs.tsv,3
cascade_000499F_kmer_pairs.tsv,2
cascade_000480F_kmer_pairs.tsv,1
cascade_000502F_kmer_pairs.tsv,0
cascade_000503F_kmer_pairs.tsv,3
cascade_000484F_kmer_pairs.tsv,4
cascade_000483F_kmer_pairs.tsv,6
cascade_000504F_kmer_pairs.tsv,0
cascade_000505F_kmer_pairs.tsv,3
cascade_000486F_kmer_pairs.tsv,5
cascade_000509F_kmer_pairs.tsv,1
cascade_000547F_kmer_pairs.tsv,0
cascade_000508F_kmer_pairs.tsv,2
cascade_000489F_kmer_pairs.tsv,5
cascade_000513F_kmer_pairs.tsv,4
cascade_000495F_kmer_pairs.tsv,10
cascade_000512F_kmer_pairs.tsv,2
cascade_000516F_kmer_pairs.tsv,1
cascade_000517F_kmer_pairs.tsv,1
cascade_000507F_kmer_pairs.tsv,4
cascade_000519F_kmer_pairs.tsv,8
cascade_000518F_kmer_pairs.tsv,1
cascade_000501F_kmer_pairs.tsv,0
cascade_000500F_kmer_pairs.tsv,14
cascade_000521F_kmer_pairs.tsv,0
cascade_000520F_kmer_pairs.tsv,0
cascade_000522F_kmer_pairs.tsv,2
cascade_000525F_kmer_pairs.tsv,13
cascade_000506F_kmer_pairs.tsv,2
cascade_000526F_kmer_pairs.tsv,1
cascade_000527F_kmer_pairs.tsv,3
cascade_000528F_kmer_pairs.tsv,2
cascade_000515F_kmer_pairs.tsv,3
cascade_000511F_kmer_pairs.tsv,5
cascade_000530F_kmer_pairs.tsv,2
cascade_000510F_kmer_pairs.tsv,0
cascade_000514F_kmer_pairs.tsv,4
cascade_000531F_kmer_pairs.tsv,0
cascade_000533F_kmer_pairs.tsv,4
cascade_000532F_kmer_pairs.tsv,1
cascade_000534F_kmer_pairs.tsv,6
cascade_000523F_kmer_pairs.tsv,7
cascade_000524F_kmer_pairs.tsv,2
cascade_000536F_kmer_pairs.tsv,2
cascade_000537F_kmer_pairs.tsv,9
cascade_000539F_kmer_pairs.tsv,0
cascade_000540F_kmer_pairs.tsv,3
cascade_000542F_kmer_pairs.tsv,4
cascade_000541F_kmer_pairs.tsv,3
cascade_000543F_kmer_pairs.tsv,1
cascade_000545F_kmer_pairs.tsv,2
cascade_000546F_kmer_pairs.tsv,0
cascade_000548F_kmer_pairs.tsv,4
cascade_000550F_kmer_pairs.tsv,2
cascade_000551F_kmer_pairs.tsv,6
cascade_000554F_kmer_pairs.tsv,0
cascade_000538F_kmer_pairs.tsv,5
cascade_000535F_kmer_pairs.tsv,0
cascade_000556F_kmer_pairs.tsv,5
cascade_000557F_kmer_pairs.tsv,2
cascade_000558F_kmer_pairs.tsv,2
cascade_000560F_kmer_pairs.tsv,5
cascade_000562F_kmer_pairs.tsv,2
cascade_000564F_kmer_pairs.tsv,1
cascade_000544F_kmer_pairs.tsv,1
cascade_000563F_kmer_pairs.tsv,16
cascade_000566F_kmer_pairs.tsv,2
cascade_000552F_kmer_pairs.tsv,7
cascade_000565F_kmer_pairs.tsv,0
cascade_000549F_kmer_pairs.tsv,0
cascade_000570F_kmer_pairs.tsv,7
cascade_000572F_kmer_pairs.tsv,3
cascade_000571F_kmer_pairs.tsv,5
cascade_000553F_kmer_pairs.tsv,0
cascade_000574F_kmer_pairs.tsv,5
cascade_000555F_kmer_pairs.tsv,1
cascade_000576F_kmer_pairs.tsv,5
cascade_000575F_kmer_pairs.tsv,2
cascade_000559F_kmer_pairs.tsv,8
cascade_000577F_kmer_pairs.tsv,14
cascade_000578F_kmer_pairs.tsv,1
cascade_000579F_kmer_pairs.tsv,3
cascade_000561F_kmer_pairs.tsv,1
cascade_000584F_kmer_pairs.tsv,1
cascade_000585F_kmer_pairs.tsv,3
cascade_000568F_kmer_pairs.tsv,0
cascade_000586F_kmer_pairs.tsv,0
cascade_000567F_kmer_pairs.tsv,3
cascade_000587F_kmer_pairs.tsv,3
cascade_000569F_kmer_pairs.tsv,3
cascade_000591F_kmer_pairs.tsv,6
cascade_000590F_kmer_pairs.tsv,2
cascade_000593F_kmer_pairs.tsv,2
cascade_000573F_kmer_pairs.tsv,2
cascade_000592F_kmer_pairs.tsv,8
cascade_000594F_kmer_pairs.tsv,4
cascade_000595F_kmer_pairs.tsv,4
cascade_000580F_kmer_pairs.tsv,1
cascade_000596F_kmer_pairs.tsv,5
cascade_000597F_kmer_pairs.tsv,0
cascade_000581F_kmer_pairs.tsv,3
cascade_000582F_kmer_pairs.tsv,0
cascade_000598F_kmer_pairs.tsv,7
cascade_000599F_kmer_pairs.tsv,3
cascade_000583F_kmer_pairs.tsv,1
cascade_000589F_kmer_pairs.tsv,4
cascade_000600F_kmer_pairs.tsv,2
cascade_000588F_kmer_pairs.tsv,5
cascade_000601F_kmer_pairs.tsv,6
cascade_000602F_kmer_pairs.tsv,1
cascade_000605F_kmer_pairs.tsv,0
cascade_000606F_kmer_pairs.tsv,4
cascade_000607F_kmer_pairs.tsv,0
cascade_000608F_kmer_pairs.tsv,1
cascade_000612F_kmer_pairs.tsv,3
cascade_000609F_kmer_pairs.tsv,1
cascade_000610F_kmer_pairs.tsv,5
cascade_000613F_kmer_pairs.tsv,2
cascade_000653F_kmer_pairs.tsv,0
cascade_000615F_kmer_pairs.tsv,2
cascade_000617F_kmer_pairs.tsv,1
cascade_000621F_kmer_pairs.tsv,0
cascade_000618F_kmer_pairs.tsv,1
cascade_000619F_kmer_pairs.tsv,1
cascade_000603F_kmer_pairs.tsv,1
cascade_000604F_kmer_pairs.tsv,2
cascade_000623F_kmer_pairs.tsv,0
cascade_000624F_kmer_pairs.tsv,2
cascade_000626F_kmer_pairs.tsv,5
cascade_000628F_kmer_pairs.tsv,1
cascade_000627F_kmer_pairs.tsv,4
cascade_000630F_kmer_pairs.tsv,0
cascade_000611F_kmer_pairs.tsv,2
cascade_000631F_kmer_pairs.tsv,1
cascade_000614F_kmer_pairs.tsv,2
cascade_000633F_kmer_pairs.tsv,3
cascade_000637F_kmer_pairs.tsv,5
cascade_000616F_kmer_pairs.tsv,5
cascade_000635F_kmer_pairs.tsv,1
cascade_000638F_kmer_pairs.tsv,0
cascade_000622F_kmer_pairs.tsv,1
cascade_000620F_kmer_pairs.tsv,0
cascade_000639F_kmer_pairs.tsv,1
cascade_000641F_kmer_pairs.tsv,4
cascade_000642F_kmer_pairs.tsv,4
cascade_000625F_kmer_pairs.tsv,5
cascade_000643F_kmer_pairs.tsv,2
cascade_000645F_kmer_pairs.tsv,7
cascade_000646F_kmer_pairs.tsv,4
cascade_000629F_kmer_pairs.tsv,0
cascade_000649F_kmer_pairs.tsv,3
cascade_000632F_kmer_pairs.tsv,3
cascade_000634F_kmer_pairs.tsv,2
cascade_000636F_kmer_pairs.tsv,2
cascade_000654F_kmer_pairs.tsv,3
